file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\util\JavaElementResourceMapping.java,org.eclipse.jdt.ls.core.internal.corext.util.JavaElementResourceMapping,getPackageFragmentTraversals/1[org.eclipse.jdt.ls.core.internal.corext.util.IPackageFragment],false,210,5,2,2,0,5,6,17,1,5,1,6,0,0,1,1,0,0,0,3,5,0,4,0,0,0,21,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\util\JavaElementResourceMapping.java,org.eclipse.jdt.ls.core.internal.corext.util.JavaElementResourceMapping,getJavaElement/0,false,59,1,3,3,0,2,1,7,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\util\JavaElementResourceMapping.java,org.eclipse.jdt.ls.core.internal.corext.util.JavaElementResourceMapping,create/1[org.eclipse.jdt.ls.core.internal.corext.util.IJavaModel],false,357,3,1,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\util\JavaElementResourceMapping.java,org.eclipse.jdt.ls.core.internal.corext.util.JavaElementResourceMapping,create/1[org.eclipse.jdt.ls.core.internal.corext.util.IJavaProject],false,361,3,1,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\util\JavaElementResourceMapping.java,org.eclipse.jdt.ls.core.internal.corext.util.JavaElementResourceMapping,hashCode/0,false,76,2,1,0,1,2,3,7,2,1,0,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,8,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.tests\projects\eclipse\testbundle\src\testbundle\Activator.java,testbundle.Activator,stop/1[testbundle.BundleContext],false,20,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.tests\projects\eclipse\testbundle\src\testbundle\Activator.java,testbundle.Activator,start/1[testbundle.BundleContext],false,12,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\CancellableProgressMonitor.java,org.eclipse.jdt.ls.core.internal.CancellableProgressMonitor,isCanceled/0,false,37,0,0,0,0,4,2,14,3,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\CancellableProgressMonitor.java,org.eclipse.jdt.ls.core.internal.CancellableProgressMonitor,done/0,false,52,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\CancellableProgressMonitor.java,org.eclipse.jdt.ls.core.internal.CancellableProgressMonitor,isDone/0,false,57,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\CancellableProgressMonitor.java,org.eclipse.jdt.ls.core.internal.CancellableProgressMonitor,CancellableProgressMonitor/1[org.eclipse.jdt.ls.core.internal.CancelChecker],true,32,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertCompositeChange/3[org.eclipse.jdt.ls.core.internal.CompositeChange,org.eclipse.jdt.ls.core.internal.WorkspaceEdit,java.lang.String]",false,126,4,4,2,2,3,3,11,0,1,3,3,2,7,1,0,0,0,0,0,1,0,2,0,0,0,10,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"mergeChanges/2[org.eclipse.jdt.ls.core.internal.WorkspaceEdit,org.eclipse.jdt.ls.core.internal.WorkspaceEdit]",false,454,2,1,0,1,1,1,3,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,true
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertPackageUpdateEdit/4[org.eclipse.jdt.ls.core.internal.ICompilationUnit[],java.lang.String,org.eclipse.jdt.ls.core.internal.WorkspaceEdit,java.lang.String]",false,350,3,3,2,1,2,1,5,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,14,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertCreateFileChange/2[org.eclipse.jdt.ls.core.internal.WorkspaceEdit,org.eclipse.jdt.ls.core.internal.corext.refactoring.nls.changes.CreateFileChange]",false,260,4,2,1,1,1,9,6,0,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertPackageUpdateEdit/4[org.eclipse.jdt.ls.core.internal.ICompilationUnit,java.lang.String,org.eclipse.jdt.ls.core.internal.WorkspaceEdit,java.lang.String]",false,356,7,2,0,2,2,6,8,0,3,4,6,2,2,0,0,0,0,0,0,3,0,1,0,0,0,24,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,convertToWorkspaceEdit/1[org.eclipse.jdt.ls.core.internal.Change],false,90,3,10,9,1,1,1,3,1,0,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,true
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertSingleChange/3[org.eclipse.jdt.ls.core.internal.Change,org.eclipse.jdt.ls.core.internal.WorkspaceEdit,java.lang.String]",false,114,6,4,2,2,4,2,11,1,0,3,2,2,6,0,0,0,0,0,0,0,0,1,0,0,0,11,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,hasChanges/1[org.eclipse.jdt.ls.core.internal.WorkspaceEdit],false,416,1,7,7,0,6,9,13,3,2,1,9,0,0,0,4,0,1,0,0,2,0,1,0,0,1,13,9,0,true
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertTextChange/3[org.eclipse.jdt.ls.core.internal.TextChange,org.eclipse.jdt.ls.core.internal.WorkspaceEdit,java.lang.String]",false,267,6,2,1,1,3,4,12,2,3,3,4,1,2,0,1,0,2,0,0,3,0,1,0,0,0,17,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertTextEdit/4[org.eclipse.jdt.ls.core.internal.WorkspaceEdit,org.eclipse.jdt.ls.core.internal.ICompilationUnit,org.eclipse.jdt.ls.core.internal.TextEdit,java.lang.String]",false,281,11,7,4,3,7,16,30,2,7,4,16,1,1,0,3,0,0,0,0,8,0,2,0,0,0,21,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"appendChanges/3[org.eclipse.jdt.ls.core.internal.WorkspaceEdit,org.eclipse.jdt.ls.core.internal.WorkspaceEdit,boolean]",false,472,3,1,1,0,11,16,25,1,2,3,16,0,0,1,6,0,1,0,0,0,0,2,0,0,2,13,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertCUResourceChange/2[org.eclipse.jdt.ls.core.internal.WorkspaceEdit,org.eclipse.jdt.ls.core.internal.corext.refactoring.changes.RenameCompilationUnitChange]",false,249,6,3,1,2,1,15,10,0,5,2,15,0,0,0,0,0,0,0,1,5,0,0,0,0,0,19,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertToWorkspaceEdit/2[org.eclipse.jdt.ls.core.internal.Change,java.lang.String]",false,104,4,4,2,2,2,2,10,1,1,2,2,2,8,0,0,0,0,0,0,1,0,1,0,0,0,23,9,0,true
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"getNewCompilationUnit/2[org.eclipse.jdt.ls.core.internal.IType,java.lang.String]",false,333,4,1,0,1,2,4,11,2,3,2,4,1,1,0,0,0,0,0,0,3,0,1,0,0,0,18,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertResourceChange/3[org.eclipse.jdt.ls.core.internal.ResourceChange,org.eclipse.jdt.ls.core.internal.WorkspaceEdit,java.lang.String]",false,147,10,7,1,6,8,10,25,1,1,3,10,5,5,0,1,0,0,0,0,2,0,1,0,0,0,39,10,0,true
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertMoveCompilationUnitChange/3[org.eclipse.jdt.ls.core.internal.WorkspaceEdit,org.eclipse.jdt.ls.core.internal.corext.refactoring.changes.MoveCompilationUnitChange,java.lang.String]",false,172,13,6,1,5,4,25,19,0,9,3,25,2,2,0,0,0,0,1,2,9,0,2,0,0,0,41,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"updatePackageStatement/4[org.eclipse.jdt.ls.core.internal.CompilationUnit,java.lang.String,org.eclipse.jdt.ls.core.internal.ASTRewrite,org.eclipse.jdt.ls.core.internal.ICompilationUnit]",false,365,9,2,2,0,7,17,43,3,10,4,17,0,0,0,4,0,0,0,1,12,1,3,0,0,0,28,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertRenamePackcageChange/3[org.eclipse.jdt.ls.core.internal.WorkspaceEdit,org.eclipse.jdt.ls.core.internal.corext.refactoring.changes.RenamePackageChange,java.lang.String]",false,205,12,6,1,5,4,30,36,0,12,3,30,1,1,2,0,0,0,0,0,12,1,2,0,0,0,47,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,hasChanges/1[java.util.List<org.eclipse.lsp4j.TextEdit>],false,439,1,0,0,0,2,7,6,2,1,1,7,0,0,0,1,0,1,1,0,0,0,1,0,0,1,21,9,0,true
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,isPrimaryType/1[org.eclipse.jdt.ls.core.internal.IType],false,344,1,1,1,0,2,5,5,1,2,1,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,8,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,isEmpty/1[org.eclipse.lsp4j.TextEdit],false,321,2,0,0,0,5,7,8,2,2,1,7,0,0,0,4,0,0,0,0,2,0,1,0,0,0,9,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"convertCreateCompilationUnitChange/3[org.eclipse.jdt.ls.core.internal.WorkspaceEdit,org.eclipse.jdt.ls.core.internal.CreateCompilationUnitChange,java.lang.String]",false,195,8,3,1,2,1,9,9,0,3,3,9,1,2,0,0,0,0,0,1,3,0,0,0,0,0,17,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,"mergeChanges/3[org.eclipse.jdt.ls.core.internal.WorkspaceEdit,org.eclipse.jdt.ls.core.internal.WorkspaceEdit,boolean]",false,461,2,4,3,1,3,1,9,2,1,3,1,1,1,0,2,0,0,0,0,1,0,1,0,0,0,22,9,0,true
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\ChangeUtil.java,org.eclipse.jdt.ls.core.internal.ChangeUtil,filterTextEdits/1[java.util.List<org.eclipse.lsp4j.TextEdit>],false,313,1,1,1,0,3,5,6,2,1,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,"perform/2[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ASTNode,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.Selection]",false,81,10,5,2,3,9,17,33,1,7,2,17,1,1,2,5,0,3,0,0,9,0,4,0,0,0,27,9,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.CreationReference],false,138,2,1,0,1,1,1,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ConstructorInvocation],false,178,2,2,0,2,2,3,6,2,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.SuperMethodReference],false,133,2,1,0,1,1,1,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,"handleExceptions/2[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.IMethodBinding,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ASTNode]",false,219,3,6,6,0,3,3,10,2,2,2,3,0,0,1,1,0,0,0,1,2,0,1,0,0,0,13,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.VariableDeclarationExpression],false,194,2,1,0,1,2,2,6,2,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExpressionMethodReference],false,123,2,1,0,1,1,1,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ClassInstanceCreation],false,170,2,2,0,2,2,3,6,2,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.SuperMethodInvocation],false,162,2,2,0,2,2,3,6,2,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,isSelected/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ASTNode],false,230,1,8,8,0,2,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.MethodInvocation],false,154,2,2,0,2,2,3,6,2,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.SuperConstructorInvocation],false,186,2,2,0,2,2,3,6,2,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,handleMethodReference/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.MethodReference],false,201,3,6,4,2,6,6,17,5,2,1,6,2,1,0,2,0,0,0,0,2,0,1,0,0,0,13,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,"ExceptionAnalyzer/2[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ASTNode,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.Selection]",true,75,2,1,1,0,1,1,5,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ThrowStatement],false,143,3,1,0,1,4,6,8,2,1,1,6,1,1,0,1,0,0,0,0,1,0,1,0,0,0,14,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,"updateExceptionsList/2[java.util.List<org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ITypeBinding>,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ITypeBinding]",false,113,1,1,1,0,3,5,8,0,2,2,5,0,0,1,0,0,0,0,0,2,0,2,0,0,0,10,10,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\surround\ExceptionAnalyzer.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.ExceptionAnalyzer,visit/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.surround.TypeMethodReference],false,128,2,1,0,1,1,1,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\WorkspaceExecuteCommandHandler.java,org.eclipse.jdt.ls.core.internal.handlers.WorkspaceExecuteCommandHandler$DelegateCommandHandlerDescriptor,getDelegateCommandHandler/0,false,111,2,3,1,2,4,3,20,3,2,0,3,0,0,0,1,1,0,3,0,3,1,3,0,0,0,32,33,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\WorkspaceExecuteCommandHandler.java,org.eclipse.jdt.ls.core.internal.handlers.WorkspaceExecuteCommandHandler$DelegateCommandHandlerDescriptor,getNonStaticCommands/0,false,103,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\WorkspaceExecuteCommandHandler.java,org.eclipse.jdt.ls.core.internal.handlers.WorkspaceExecuteCommandHandler$DelegateCommandHandlerDescriptor,getStaticCommands/0,false,99,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\WorkspaceExecuteCommandHandler.java,org.eclipse.jdt.ls.core.internal.handlers.WorkspaceExecuteCommandHandler$DelegateCommandHandlerDescriptor,createId/1[org.eclipse.jdt.ls.core.internal.handlers.IConfigurationElement],false,130,1,0,0,0,1,2,3,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,9,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\WorkspaceExecuteCommandHandler.java,org.eclipse.jdt.ls.core.internal.handlers.WorkspaceExecuteCommandHandler$DelegateCommandHandlerDescriptor,DelegateCommandHandlerDescriptor/1[org.eclipse.jdt.ls.core.internal.handlers.IConfigurationElement],true,80,3,1,0,1,2,7,18,0,3,1,7,0,0,0,0,0,0,2,0,4,2,2,0,0,1,25,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\WorkspaceExecuteCommandHandler.java,org.eclipse.jdt.ls.core.internal.handlers.WorkspaceExecuteCommandHandler$DelegateCommandHandlerDescriptor,getAllCommands/0,false,107,0,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
